id,ses_parent1_edu,ses_parent2_edu,ses_household_income,ses_school_type,ses_housing_type,ses_household_size,ses_home_area,ses_device_access,ses_internet_quality,ses_lang_cantonese,ses_lang_mandarin,ses_lang_english,ses_lang_other,ses_financial_constraint,ai_course_taken,ai_concept_data_bias_r,ai_ability_training_data,ai_concept_blackbox_r,ai_ability_explainability,ai_concept_input_variation_r,ai_ability_input_sensitivity,ai_concept_prompt_wording_r,ai_ability_prompting,ai_concept_social_ethics_r,ai_ability_social_ethics,med_conceptual_exposure_1,med_conceptual_exposure_2,med_practical_ai_use_1,med_practical_ai_use_2,med_learning_ecology_1,med_learning_ecology_2,med_language_load_1,med_language_load_2,med_epistemic_stance_1,med_epistemic_stance_2,course,ses_parent1_edu_num,ses_parent2_edu_num,ses_household_income_num,ses_school_type_num,ses_housing_type_num,ses_household_size_num,ses_home_area_num,ses_device_access_num,ses_internet_quality_num,ses_financial_constraint_num,ai_course_taken_num,ai_concept_data_bias_r_num,ai_ability_training_data_num,ai_concept_blackbox_r_num,ai_ability_explainability_num,ai_concept_input_variation_r_num,ai_ability_input_sensitivity_num,ai_concept_prompt_wording_r_num,ai_ability_prompting_num,ai_concept_social_ethics_r_num,ai_ability_social_ethics_num,med_conceptual_exposure_1_num,med_conceptual_exposure_2_num,med_practical_ai_use_1_num,med_practical_ai_use_2_num,med_learning_ecology_1_num,med_learning_ecology_2_num,med_language_load_1_num,med_language_load_2_num,med_epistemic_stance_1_num,med_epistemic_stance_2_num,ai_concept_data_bias_scored_num,ai_concept_blackbox_scored_num,ai_concept_input_variation_scored_num,ai_concept_prompt_wording_scored_num,ai_concept_social_ethics_scored_num,ai_ability_training_data_scored_num,ai_ability_explainability_scored_num,ai_ability_input_sensitivity_scored_num,ai_ability_prompting_scored_num,ai_ability_social_ethics_scored_num,ai_lit_score,ses_device_access_scored_num,ses_internet_quality_scored_num,ses_financial_constraint_scored_num,ses_index,conceptual_exposure_score,practical_ai_use_score,learning_ecology_score,language_load_score,epistemic_stance_score,ai_factor1_score,ai_factor2_score,ses_factor1_score,ses_factor2_score,post_Q01_AI Perception 1,post_Q02_AI Perception 2,post_Q03_AI Representation 1,post_Q04_AI Representation 2,post_Q05_AI Conceptual,post_Q06_AI Conceptual 2,post_Q07_AI Interaction 1,post_Q08_AI Interaction 2,post_Q09_AI Societal Impact 1,post_Q10_AI Societal Impact 2,ai_concept_input_variation_scored_num_post,ai_ability_input_sensitivity_scored_num_post,ai_concept_blackbox_scored_num_post,ai_ability_explainability_scored_num_post,ai_concept_data_bias_scored_num_post,ai_ability_training_data_scored_num_post,ai_concept_prompt_wording_scored_num_post,ai_ability_prompting_scored_num_post,ai_concept_social_ethics_scored_num_post,ai_ability_social_ethics_scored_num_post,ai_conceptual_score_pre,ai_confidence_score_pre,ai_lit_score_pre,ai_conceptual_score_post,ai_confidence_score_post,ai_lit_score_post,ai_factor1_score_post,ai_factor2_score_post
bytac30,2 : Primary education,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,4 : Private Housing – Rented,3 : 3 people,4 : 600–799 square feet (56–74 m$^2$),"3 : No, I had limited or no access.",3 : Often unstable or slow,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,3 : 3 = Not sure,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Rarely,2 : 2 = Slightly familiar,4 : 4 = Often,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Slightly available,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,2,3,4,1,4,3,4,3,3,1,1,3,4,3,2,3,4,2,5,2,4,2,2,4,4,3,2,4,4,3,4,3,3,3,4,4,4,2,4,5,4,3.6,1,1,4,-1.3667052493607523,2.0,4.0,2.5,4.0,3.5,0.0002898421999757,0.2275230448247082,-1.4129195648307789,0.0184979535352451,4 : Agree,4 : Agree,4 : Agree,4 : Agree,3 : Not sure,3 : Not sure,2 : Disagree,5 : Strongly agree,3 : Not sure,4 : Agree,2,4,2,4,3,3,4,5,3,4,3.4,3.8,3.6,2.8,4.0,3.4,-0.7082621039003777,0.3510986107234489
brpms17,5 : Bachelor's degree,3 : Secondary education,"1 : Below HKD 10,700",1 : Government or Aided school,4 : Private Housing – Rented,5 : 5 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,1,0,3 : Sometimes (around 34-66\%),1,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Rarely,2 : 2 = Slightly familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,2 : 2 = Rarely,1 : 1 = Never,4 : 4 = Very comfortable,2 : 2 = Rarely,1111,5,3,1,1,4,5,5,1,1,3,1,2,4,2,4,4,2,4,4,2,4,2,2,3,3,2,2,2,1,4,2,4,4,2,2,4,4,4,2,4,4,3.4,3,3,2,-0.3640188604382932,2.0,3.0,2.0,1.5,3.0,0.2811534175221322,0.1493590655115581,-0.5591316181968948,-1.555073639478682,4 : Agree,3 : Not sure,4 : Agree,3 : Not sure,2 : Disagree,4 : Agree,2 : Disagree,4 : Agree,2 : Disagree,4 : Agree,2,3,2,3,4,2,4,4,4,4,3.2,3.6,3.4,3.2,3.2,3.2,0.025283268220323993,-0.5209227888742289
Femsh28,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,0,1,1,2 : Rarely (around 1-33\%),1,4 : 4 = Agree,2 : 2 = Disagree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,1 : 1 = Never,1 : 1 = Not at all familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,1 : 1 = Never,5 : 5 = Extremely available,3 : 3 = Sometimes,1 : 1 = Never,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,5,5,3,3,6,5,1,2,2,1,4,2,1,5,4,4,2,5,1,5,1,1,3,3,1,5,3,1,3,3,2,5,2,4,5,2,5,4,5,5,3.9,3,2,3,0.2746963211806295,1.0,3.0,3.0,2.0,3.0,0.5230262170785284,0.8128179339587546,0.5830258072869688,0.5872844602667422,4 : Agree,4 : Agree,2 : Disagree,5 : Strongly agree,1 : Strongly disagree,2 : Disagree,1 : Strongly disagree,5 : Strongly agree,1 : Strongly disagree,5 : Strongly agree,2,4,4,5,5,4,5,5,5,5,3.6,4.2,3.9,4.2,4.6,4.4,1.1280785998372531,1.2956602636371666
jueace07,5 : Bachelor's degree,2 : Primary education,"4 : HKD 32,000–49,999",3 : International school,3 : Private Housing – Owned,2 : 2 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,4 : 4 = Often,3 : 3 = Sometimes,1 : 1 = Never,3 : 3 = Moderately available,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,2,4,3,3,2,2,1,1,1,1,3,2,2,4,2,4,2,4,3,4,3,2,4,3,1,3,4,3,3,3,3,4,4,4,3,2,4,4,4,4,3.6,3,3,4,-0.103480016087134,2.5,3.5,2.0,3.5,3.0,-0.0457630612525053,-0.604275858546047,-0.7683035548987104,0.3932209108351587,2 : Disagree,4 : Agree,2 : Disagree,4 : Agree,4 : Agree,2 : Disagree,2 : Disagree,4 : Agree,2 : Disagree,4 : Agree,4,4,4,4,2,4,4,4,4,4,3.6,3.6,3.6,3.6,4.0,3.8,0.1360249375287323,0.013821457023106287
bgwgj22,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,3 : 3 = Not sure,3 : 3 = Sometimes,2 : 2 = Slightly familiar,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Sometimes,4 : 4 = Very available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,2 : 2 = Rarely,1111,6,6,5,3,3,3,5,1,1,1,1,3,4,2,5,4,2,4,5,1,3,3,2,4,2,3,4,2,2,3,2,3,4,2,2,5,4,5,2,5,3,3.5,3,3,4,0.9328652546694752,2.5,3.0,3.5,2.0,2.5,0.361002839677172,0.6288184040953291,1.3575868960415294,1.3176082615617315,4 : Agree,3 : Not sure,2 : Disagree,5 : Strongly agree,1 : Strongly disagree,2 : Disagree,2 : Disagree,5 : Strongly agree,3 : Not sure,5 : Strongly agree,2,3,4,5,5,4,4,5,3,5,3.2,3.8,3.5,3.6,4.4,4.0,0.32421829754569487,1.0056107644123475
mykav12,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,5 : 5 = Very often,1 : 1 = Not at all familiar,4 : 4 = Often,4 : 4 = Often,5 : 5 = Very often,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,6,6,5,2,3,6,5,1,1,1,1,3,4,4,4,3,4,2,4,2,4,5,1,4,4,5,3,3,2,3,3,3,2,3,4,4,4,4,4,4,4,3.6,3,3,4,0.9328652546694752,3.0,4.0,4.0,2.5,3.0,-0.1628673474103049,0.1565274585313323,1.2292001998958615,0.8325914479876102,2 : Disagree,4 : Agree,4 : Agree,4 : Agree,2 : Disagree,2 : Disagree,1 : Strongly disagree,5 : Strongly agree,3 : Not sure,2 : Disagree,4,4,2,4,4,4,5,5,3,2,3.2,4.0,3.6,3.6,3.8,3.7,-0.25394927398652467,-0.2818046398299619
Kz,5 : Bachelor's degree,5 : Bachelor's degree,"1 : Below HKD 10,700",1 : Government or Aided school,3 : Private Housing – Owned,3 : 3 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,0,1,1 : Never (0\%),1,1 : 1 : Strongly disagree,2 : 2 : Disagree,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Disagree,5 : 5 : Strongly agree,3 : 3 : Sometimes,3 : 3 : Moderately familiar,5 : 5 : Very often,3 : 3 : Sometimes,4 : 4 : Often,4 : 4 : Very available,3 : 3 : Sometimes,2 : 2 : Rarely,4 : 4 : Very comfortable,4 : 4 : Often,1204,5,5,1,1,3,3,3,1,1,1,1,1,2,1,4,2,4,1,4,2,5,3,3,5,3,4,4,3,2,4,4,5,5,4,5,4,2,4,4,4,5,4.2,3,3,4,-0.0418991006088381,3.0,4.0,4.0,2.5,4.0,1.1921260049202542,-0.2095874352381735,0.287968104464153,-0.6171966893558498,2 : Disagree,5 : Strongly agree,2 : Disagree,5 : Strongly agree,1 : Strongly disagree,1 : Strongly disagree,1 : Strongly disagree,5 : Strongly agree,5 : Strongly agree,5 : Strongly agree,4,5,4,5,5,5,5,5,1,5,4.6,3.8,4.2,3.8,5.0,4.4,-0.2923997832763598,0.9225547626855005
nrjha16,3 : Secondary education,3 : Secondary education,"2 : HKD 10,700–14,799",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,1,0,3 : Sometimes (around 34-66\%),1,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Not sure,3 : 3 : Sometimes,4 : 4 : Very familiar,2 : 2 : Rarely,2 : 2 : Rarely,2 : 2 : Rarely,3 : 3 : Moderately available,2 : 2 : Rarely,2 : 2 : Rarely,3 : 3 : Moderately comfortable,2 : 2 : Rarely,1204,3,3,2,1,3,4,2,1,2,3,1,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3.0,3,2,2,-1.0743157709861149,3.5,2.0,2.5,2.0,2.5,-0.44952256556344,-1.2850803977550864,-1.1438784729549378,-1.2420340598132866,3 : Not sure,3 : Not sure,3 : Not sure,3 : Not sure,3 : Not sure,4 : Agree,2 : Disagree,5 : Strongly agree,2 : Disagree,4 : Agree,3,3,3,3,3,2,4,5,4,4,3.0,3.0,3.0,3.4,3.4,3.4,0.10944271599192883,-0.15119832902649488
hkjov08,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,2 : Subsidised Home Ownership Housing,4 : 4 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,1,3 : Sometimes (around 34-66\%),1,2 : 2 : Disagree,5 : 5 : Strongly agree,2 : 2 : Disagree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,3 : 3 : Not sure,2 : 2 : Disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,2 : 2 : Rarely,3 : 3 : Moderately familiar,4 : 4 : Often,3 : 3 : Sometimes,3 : 3 : Sometimes,2 : 2 : Slightly available,2 : 2 : Rarely,3 : 3 : Sometimes,1 : 1 : Not comfortable at all,5 : 5 : Very often,1204,5,5,3,1,2,4,4,1,2,3,1,2,5,2,5,1,3,2,4,1,5,2,3,4,3,3,2,2,3,1,5,4,4,5,4,5,5,5,3,4,5,4.4,3,2,2,-0.2608185371500325,2.5,3.5,2.5,2.5,3.0,1.2994290209573651,0.7645932787817056,0.3782429132694895,-0.7639810859129653,1 : Strongly disagree,4 : Agree,5 : Strongly agree,5 : Strongly agree,1 : Strongly disagree,1 : Strongly disagree,2 : Disagree,4 : Agree,1 : Strongly disagree,5 : Strongly agree,5,4,1,5,5,5,4,4,5,5,4.4,4.4,4.4,4.0,4.6,4.3,0.8218363338279551,0.9280227009496976
srllj21,5 : Bachelor's degree,3 : Secondary education,"2 : HKD 10,700–14,799",2 : Direct Subsidy Scheme (DSS) school,2 : Subsidised Home Ownership Housing,4 : 4 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,1,0,0,2 : Rarely (around 1-33\%),1,2 : 2 : Disagree,4 : 4 : Agree,2 : 2 : Disagree,3 : 3 : Not sure,4 : 4 : Agree,2 : 2 : Disagree,3 : 3 : Not sure,4 : 4 : Agree,2 : 2 : Disagree,4 : 4 : Agree,3 : 3 : Sometimes,3 : 3 : Moderately familiar,5 : 5 : Very often,4 : 4 : Often,3 : 3 : Sometimes,2 : 2 : Slightly available,1 : 1 : Never,1 : 1 : Never,3 : 3 : Moderately comfortable,3 : 3 : Sometimes,1204,5,3,2,2,2,4,2,1,2,2,1,2,4,2,3,4,2,3,4,2,4,3,3,5,4,3,2,1,1,3,3,4,4,2,3,4,4,3,2,4,4,3.4,3,2,3,-0.6806259574197974,3.0,4.5,2.5,1.0,3.0,0.4059727913155477,-0.1029728537004495,-0.516774120011775,-1.058977876712569,4 : Agree,3 : Not sure,1 : Strongly disagree,4 : Agree,4 : Agree,2 : Disagree,2 : Disagree,5 : Strongly agree,2 : Disagree,4 : Agree,2,3,5,4,2,4,4,5,4,4,3.4,3.4,3.4,3.4,4.0,3.7,0.16648375766208656,0.566512830879503
kntng08,5 : Bachelor's degree,5 : Bachelor's degree,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 : Private Housing – Owned,6 : 6 or more people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,1,0,2 : Rarely (around 1-33\%),1,4 : 4 : Agree,5 : 5 : Strongly agree,2 : 2 : Disagree,4 : 4 : Agree,4 : 4 : Agree,4 : 4 : Agree,4 : 4 : Agree,4 : 4 : Agree,3 : 3 : Not sure,5 : 5 : Strongly agree,3 : 3 : Sometimes,3 : 3 : Moderately familiar,2 : 2 : Rarely,2 : 2 : Rarely,3 : 3 : Sometimes,5 : 5 : Extremely available,2 : 2 : Rarely,3 : 3 : Sometimes,4 : 4 : Very comfortable,4 : 4 : Often,1204,5,5,4,1,3,6,4,1,2,2,1,4,5,2,4,4,4,4,4,3,5,3,3,2,2,3,5,2,3,4,4,2,4,2,2,3,5,4,4,4,5,3.5,3,2,3,0.03123457326173,3.0,2.0,4.0,2.5,4.0,-0.6918771979433774,0.7416491705030244,0.3968650779809272,-0.0530706022743777,5 : Strongly agree,4 : Agree,2 : Disagree,5 : Strongly agree,1 : Strongly disagree,5 : Strongly agree,4 : Agree,5 : Strongly agree,3 : Not sure,4 : Agree,1,4,4,5,5,1,2,5,3,4,2.6,4.4,3.5,3.0,3.8,3.4,-0.2717342316843055,0.21752199828616048
Alan,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,4 : 4 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,1,0,3 : Sometimes (around 34-66\%),1,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,3 : 3 : Not sure,5 : 5 : Strongly agree,2 : 2 : Disagree,4 : 4 : Agree,2 : 2 : Disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,3 : 3 : Sometimes,1 : 1 : Not at all familiar,3 : 3 : Sometimes,5 : 5 : Very often,5 : 5 : Very often,3 : 3 : Moderately available,2 : 2 : Rarely,1 : 1 : Never,3 : 3 : Moderately comfortable,3 : 3 : Sometimes,1204,3,3,4,2,3,4,2,1,2,3,1,1,5,3,5,2,4,2,4,1,5,3,1,3,5,5,3,2,1,3,3,5,3,4,4,5,5,5,4,4,5,4.4,3,2,2,-0.8146725786330167,2.0,4.0,4.0,1.5,3.0,1.0834493271987051,0.9641631089851536,-1.0040578890311571,-0.4694147281024336,3 : Not sure,3 : Not sure,3 : Not sure,3 : Not sure,4 : Agree,5 : Strongly agree,4 : Agree,5 : Strongly agree,4 : Agree,5 : Strongly agree,3,3,3,3,2,1,2,5,2,5,4.2,4.6,4.4,2.4,3.4,2.9,-1.0829498014246919,-0.22750423363319439
bdied13,6 : Postgraduate degree,6 : Postgraduate degree,"3 : HKD 14,800–31,999",2 : Direct Subsidy Scheme (DSS) school,4 : Private Housing – Rented,6 : 6 or more people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,1,0,2 : Rarely (around 1-33\%),1,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,2 : 2 : Disagree,3 : 3 : Not sure,2 : 2 : Disagree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,4 : 4 : Often,4 : 4 : Very familiar,3 : 3 : Sometimes,4 : 4 : Often,3 : 3 : Sometimes,3 : 3 : Moderately available,2 : 2 : Rarely,1 : 1 : Never,4 : 4 : Very comfortable,4 : 4 : Often,1204,6,6,3,2,4,6,4,1,2,2,1,1,5,1,5,2,3,2,5,1,5,4,4,3,4,3,3,2,1,4,4,5,5,4,4,5,5,5,3,5,5,4.6,3,2,3,0.1296106441725973,4.0,3.5,3.0,1.5,4.0,1.5662908518922432,1.320354041146904,1.140274500863225,-0.4227570685986031,2 : Disagree,4 : Agree,2 : Disagree,5 : Strongly agree,1 : Strongly disagree,2 : Disagree,1 : Strongly disagree,4 : Agree,1 : Strongly disagree,5 : Strongly agree,4,4,4,5,5,4,5,4,5,5,4.6,4.6,4.6,4.6,4.4,4.5,1.404950665044195,0.6364172108360544
adlij15,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"2 : Yes, but I shared it with family members.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,1 : 1 : Strongly disagree,3 : 3 : Not sure,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Disagree,2 : 2 : Disagree,2 : 2 : Disagree,5 : 5 : Strongly agree,2 : 2 : Disagree,4 : 4 : Agree,3 : 3 : Sometimes,4 : 4 : Very familiar,3 : 3 : Sometimes,5 : 5 : Very often,5 : 5 : Very often,4 : 4 : Very available,4 : 4 : Often,3 : 3 : Sometimes,3 : 3 : Moderately comfortable,4 : 4 : Often,1204,5,5,3,1,3,4,5,2,1,1,1,1,3,1,4,2,2,2,5,2,4,3,4,3,5,5,4,4,3,3,4,5,5,4,4,4,3,4,2,5,4,4.0,2,3,4,0.0848708448034127,3.5,4.0,4.5,3.5,3.5,1.1912823961568284,0.0882746731920933,0.3757315991166161,0.1438856524563707,2 : Disagree,4 : Agree,2 : Disagree,4 : Agree,2 : Disagree,2 : Disagree,1 : Strongly disagree,4 : Agree,2 : Disagree,5 : Strongly agree,4,4,4,4,4,4,5,4,4,5,4.4,3.6,4.0,4.2,4.2,4.2,0.786255590087844,0.3009537293505702
lnsgk12,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,0,1 : Never (0\%),1,4 : 4 : Agree,2 : 2 : Disagree,3 : 3 : Not sure,4 : 4 : Agree,2 : 2 : Disagree,2 : 2 : Disagree,4 : 4 : Agree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Rarely,2 : 2 : Slightly familiar,4 : 4 : Often,4 : 4 : Often,2 : 2 : Rarely,3 : 3 : Moderately available,3 : 3 : Sometimes,2 : 2 : Rarely,2 : 2 : Slightly comfortable,3 : 3 : Sometimes,1204,6,6,5,3,3,6,5,1,2,1,1,4,2,3,4,2,2,4,5,1,4,2,2,4,4,2,3,3,2,2,3,2,3,4,2,5,2,4,2,5,4,3.3,3,2,4,0.6651255025032593,2.0,4.0,2.5,2.5,2.5,0.2670218743852509,0.1152661680174305,1.2988718138304909,0.9533930125805864,3 : Not sure,4 : Agree,2 : Disagree,2 : Disagree,2 : Disagree,2 : Disagree,1 : Strongly disagree,5 : Strongly agree,2 : Disagree,4 : Agree,3,4,4,2,4,4,5,5,4,4,3.2,3.4,3.3,4.0,3.8,3.9,0.5463893538567683,0.15341060586828165
